Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SmokeSuite,Chrome 74.0.3729.131,,,2019-05-05 13:14:48,2019-05-05 13:18:50,4m - 2.011s,PASSED
,,,,,,,
Test Cases/Login/Bugzilla-LoginPage-Loads,Chrome 74.0.3729.131,,,2019-05-05 13:14:49,2019-05-05 13:15:13,24.699s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-05 13:14:49,2019-05-05 13:14:53,3.451s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-05 13:14:53,2019-05-05 13:15:06,13.450s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-05 13:15:06,2019-05-05 13:15:10,4.024s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-05 13:15:10,2019-05-05 13:15:10,0.138s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-05 13:15:10,2019-05-05 13:15:12,2.003s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/input_username""), 0)",Chrome 74.0.3729.131,,,2019-05-05 13:15:12,2019-05-05 13:15:12,0.076s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/input_password""), 0)",Chrome 74.0.3729.131,,,2019-05-05 13:15:12,2019-05-05 13:15:12,0.029s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/checkbox_RememberMe""), 0)",Chrome 74.0.3729.131,,,2019-05-05 13:15:12,2019-05-05 13:15:12,0.028s,PASSED
"if (getText(findTestObject(""Page_BugsUI/label_rememberMe"")).equals(""Remember me""))",Chrome 74.0.3729.131,,,2019-05-05 13:15:12,2019-05-05 13:15:12,0.081s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI/button_Login"")))",Chrome 74.0.3729.131,,,2019-05-05 13:15:12,2019-05-05 13:15:12,0.071s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-05 13:15:12,2019-05-05 13:15:13,0.754s,PASSED
,,,,,,,
Test Cases/Login/Valid_Login,Chrome 74.0.3729.131,,,2019-05-05 13:15:13,2019-05-05 13:15:39,25.544s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-05 13:15:13,2019-05-05 13:15:15,1.471s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-05 13:15:15,2019-05-05 13:15:27,12.504s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-05 13:15:27,2019-05-05 13:15:32,5.003s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-05 13:15:32,2019-05-05 13:15:33,0.132s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-05 13:15:33,2019-05-05 13:15:35,2.002s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Chrome 74.0.3729.131,,,2019-05-05 13:15:35,2019-05-05 13:15:35,0.149s,PASSED
"setText(findTestObject(""Page_BugsUI/input_password""), ""Kum1!@#$%^&*()ar"")",Chrome 74.0.3729.131,,,2019-05-05 13:15:35,2019-05-05 13:15:35,0.176s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI/button_Login"")))",Chrome 74.0.3729.131,,,2019-05-05 13:15:35,2019-05-05 13:15:35,0.163s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-05 13:15:35,2019-05-05 13:15:38,3.002s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0))",Chrome 74.0.3729.131,,,2019-05-05 13:15:38,2019-05-05 13:15:38,0.024s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-05 13:15:38,2019-05-05 13:15:39,0.662s,PASSED
,,,,,,,
Test Cases/Add_Product/AddProductFields_verification,Chrome 74.0.3729.131,,,2019-05-05 13:15:39,2019-05-05 13:16:29,50.002s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-05 13:15:39,2019-05-05 13:15:40,1.428s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-05 13:15:40,2019-05-05 13:15:52,12.003s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-05 13:15:52,2019-05-05 13:15:55,3.003s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-05 13:15:55,2019-05-05 13:15:56,0.131s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-05 13:15:56,2019-05-05 13:15:58,2.003s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Chrome 74.0.3729.131,,,2019-05-05 13:15:58,2019-05-05 13:15:58,0.138s,PASSED
